Phase Field,Target
Au Sn Y,0
Al Cr Nd,0
Al Cr Tm,0
Al Mo Y,0
Al Mo Nd,0
Al Mo Sm,0
Al Gd Mo,0
Al Mo Tb,0
Al Dy Mo,0
Al Er Mo,0
Al Mo Tm,0
Al Lu Mo,0
Al Mo Th,0
Al Mo U,0
Al W Y,0
Al Nd W,0
Al Sm W,0
Al Gd W,0
Al Tb W,0
Al Dy W,0
Al Ho W,0
Al Er W,0
Al Tm W,0
Al W Yb,0
Al Lu W,0
Fe Pr Zn,0
Cd Fe Pr,0
Fe Hg Pr,0
Ag Fe Nd,0
Fe Nd Zn,0
Cd Fe Nd,0
Fe Hg Nd,0
Ce Fe V,0
Ni Pt U,0
Au Cu U,1
Co Fe Gd Ti,0
Ge Mn Sn,0
Ge Mn Pb,0
Co Mo Y,0
Co Fe Mo Y,0
Cr La Pb,0
La Mn Pb,0
Fe La Pb,0
Co La Pb,0
La Pb Ru,0
Ga Ge U,0
Ag Al Nd,0
Fe Pr Ti,0
Ce Ge La Pt,0
Ce Ge Pt Y,0
Ag Bi Ca,0
Ca Cu Sb,0
Ca Pb Zn,0
Ce Co Ti,1
Ce Co V,1
Co Er Fe Mn,1
Pb V Zr,0
Cr Pb Ti,0
Co Cr Mn Sb,0
Ag Eu Ge,0
Al Au Ce Pd,0
Ca Pb Rh,0
Ga Mg Ni,0
Cu In Zn,0
Ge In Rh,0
Co Nd Pr Sm,1
Sn V Y,1
Gd Sn V,1
Dy Sn V,1
Ho Sn V,1
Er Sn V,1
Sn Tm V,1
Lu Sn V,1
Bi Dy Fe Mn,0
Bi Cu Zr,0
Mg Ni Sc,1
Er Mg Ni,1
Lu Mg Ni,1
Mg Nd Sn,0
Mg Sn Tb,0
Ce Fe Lu,0
Be Cu Y,1
Be Cu Nd,1
Be Cu Sm,1
Be Cu Gd,1
Be Cu Tb,1
Be Cu Dy,1
Be Cu Ho,1
Be Cu Tm,1
In Nd Ru,0
Al Gd Rh,0
La Pt Zn,0
Mn Ru Sn,0
Ba Pd Sb Sn,0
Bi Ce Ni,0
Ca Li Mg Zn,0
Ho Sn Zn,0
Er Sn Zn,0
Sn Tm Zn,0
Lu Sn Zn,0
Sn Ti Tm,0
Lu Sn Ti,0
Nd Pd Zn,0
Pd Tb Zn,0
La Ni Rh,1
Cr Mn Sc,1
Ga Hf Sn,0
Bi Eu Sr Ti,0
Ge K Tl,0
Ge Rb Tl,0
Co Cu Fe Ge,0
Eu In Zn,0
Au Eu Sn,0
Mo Sn Zn,0
Ba K Sb Sn,0
Fe Hf Sb,0
Bi Ca Pd,0
Hf In Rh,0
Co Mg Sn,0
Pr Pt Zn,0
Mg Ru Y,0
Eu Ga Pt,0
Lu Pb Rh,0
Er Pb Rh,0
Dy In Ru,0
Ag Ca Sb Zn,0
Mo Nb Ti Zr,0
Mo Nb Ti,0
Co Fe Mo Sm,0
Ca Co Ni Sb,0
Au La,0
Gd Ge Mn Sn,1
Ge Mn Sm Sn,1
In Rh Sb,0
Er Ni Sn Zr,0
Cu Li Sb,0
Al Cr Mn Ti,0
Bi Mn Rh,0
Am Pu,0
Ge In Nd,0
Ge In Pr,0
Fe Mn Tb Y,1
Co Gd Y,1
Co Pr Sb,0
Co Nd Sb,0
Al Au Th,0
Cu Pd Th U,1
Cu La Pd U,1
Cu Pd U Y,1
Ge Mo U,0
Ge Np Tc,0
Cu Er Sb,0
Au Sb Sm,0
Au Ce Pt U,1
Au Ce Pt,1
Ce La Rh Sb,0
Ce Pd Rh Sb,0
Ce La Ni Sn,0
Ce Ni Sn Y,0
Ce Ni Pd Sn,0
Al Co Fe Sm,0
Ge Mn Nd Sm,0
Bi Fe Pr,0
Bi Fe Nd,0
Co In Pr,0
Co In Nd,0
Co Dy In,0
Cs Fe Sb,0
Cs Pt Sb,0
Bi Cs Pt,0
Cs Pd Sb,0
Bi Cs Pd,0
Bi Cs Ni,0
Fe Sb Sr,0
Co In Ti Zr,0
Ce Cr Sb,0
Au K Sb,1
Ag Au Sn,0
Ag Bi Cu,0
Al Ba Ni,0
Al Bi Pd,1
Al Ce Lu,1
Al Ce Sr,1
Al Co Sc Y,1
Al Cr Eu,0
Al Cr Mo,0
Al Cr V,0
Al Cu In,0
Al Cu Mn Pd,0
Al Cu Pt,0
Al Fe Ga Ti,1
Co Nd Pr Sm Y,1
Co Pr Sm Y,1
Au Ce Ga,0
Dy Mg Sn,0
Ho Mg Sn,0
Er Mg Sn,0
Fe Ho Pr,1
Co Ga Mn V,0
Co U Zn,0
Ru U Zn,0
Rh U Zn,0
Ir U Zn,0
Al Mo Pd,0
Ce Mg Ni Y,1
Gd Mg Ni Y,1
Al Gd Mg Ni Y,1
Er Ge In,0
Ge In Y,0
Ce Fe Ge Ni,0
Fe Ge La Ni,0
Ca Mg Zn,1
Au Ni Tb,1
Au Dy Ni,1
Au Ho Ni,1
Au Er Ni,1
Au Ni Tm,1
Au Ni Yb,1
Al Mn Yb,0
Co Pd Sb,0
Ca Rb Sb,0
Al Ge Rb,0
Ca Ir Sn,0
Hf Sb V,0
Cd Ce Ni,1
Ca Lu Pt Sn,0
Ce Mg Pd,0
Ag Cd Yb,1
Cr Ga Zn,0
Hf Ru Zn,0
Fe Nb Zn,0
Ba Ge Sn,0
Co Ga Zn,0
Co In Zn,0
Mg Pr Pt,0
Li Ru Sn,0
Mg Nd Pt,0
Au Ce Mg,0
In K Sb,0
Na Rb Sb,0
Au Na Rb Sb,0
Au Rb Sb,1
Al Dy U,1
Al Ga,0
Al Ga Ge Nb,0
Al Ga In Sb,0
Al Ga Sm,0
Al Ga Tb,0
Al Gd Y,1
Al Mg Mn,0
Al Mg Nd,1
Al Mg Pr,1
Al Mo Nb Sn,0
Al Nb Sn V,0
Al Nd Sn,0
Al Pr Sr,1
Al Sc Yb,1
Al Sn,0
Al Sn U,1
Al Ti Zn,1
Am La,0
Am Ni,1
Am Sb,0
Au Bi,1
Au Co,0
Au Co Fe,0
Au Cu Ge,0
Au Er Ge,0
Au Ga In,0
Au In Sb,0
Au Mo,0
Au Pd Pt,0
Be Cu In,1
Be Ta Ti,1
Bi Ge Pd,0
Ba Rh,1
Cd Li Sn,0
Ce Co Ru,1
Ce Cu Nd Ni,1
Ce Er Th,0
Ce Fe Ho,1
Ce Pd Sc,1
Ce Pr,0
Co Cr Er,1
Co Cr Mn Sn,0
Co Cr Ti,0
Co Cu Ti,0
Co Dy Tb,1
Co Er Gd,1
Co Ni Pd V,0
Co Ni Sc Sn,0
Co Os,0
Cr Ga Y,1
Cr Mn,0
Cr Mn Pt,1
Cr Mn Ni,0
Cr Ni V,0
Ca Pr Sb,0
Ca Gd Sb,0
Ca Sb Tb,0
Ca Dy Sb,0
Ca Sb Tm,0
Ca Er Sb,0
Ca Lu Sb,0
Ca Ho Sb,0
Ag Ca Mn Sb,0
Ag Mn Sb Yb,0
Ce Co Sb Sn,0
Cu Pd Sn,0
Au Pd Sn,0
Ba Bi Pt,0
Mg Tl Y,1
La Mg Tl,1
Ce Mg Tl,1
Mg Sm Tl,1
Cd Nd Ni,1
Cd Ni Sm,1
Cd Dy Ni,1
Mo Sb Ti,0
In Ni V,0
Ge Rh V,0
Cr Ga Rh,0
Au K Rb Sb,1
Ge Tc U,0
Ge Np Ru,0
Ge Nb U,0
Ge Mg Sr,0
Cu Ga Zn,0
Cu Er Tl,0
Cu Fe Ni,0
Cu In Pt,0
Cu Mn,0
Cu Pb,1
Cu Sb Sn,0
Dy Ni Re,1
Fe In Ni,0
Fe Os,0
Ga Ge Sb,0
Ga Sb Sm,0
Gd La Tl,0
Gd Sc,0
Ge In Sb,0
Ge Ir Nb,0
Hf W Zr,1
Hg Pb Yb,0
In La Y,1
In Pt Ti,0
In Sn Th,1
La Os Th,1
Lu Zr,0
Mo Nb Re,0
Nb Pd Zr,0
Nb Re V,0
Ni Pb,0
Pr Pu,0
Pr Th Y,0
Pt Sn Th,0
Tb Th,0
Hg K Na,0
Co Ga Ge Mn,0
Gd In Sm,1
Cd Ni Sc,1
Cd Ni Tb,1
Cd Ho Ni,1
Cd Ni Tm,1
Cd Ni Yb,1
Cr Mo Ta,0
Co Eu Sb,0
Ag Ge Yb,1
Cd Cu Ho,1
Cd Cu Tm,1
Al Au Ge Nd,0
Al Au Gd Ge,0
Al Au Er Ge,0
Al Au Eu Ge,0
Cd Gd Ni,1
Cd Lu Ni,1
Mg Pt Tm,0
Ho Mg Pt,0
Eu Mg Pt,0
Dy Mg Pt,0
Cu Pb Sc,0
Ni Pb Sc,0
In Pr Ru,0
Ag Gd Ge,1
Ag Dy Ge,0
Ag Er Ge,0
Au Ge Sc,0
Au Ge Lu,0
Fe Ge La Mn,0
Ge Sc Yb,0
Cd La Sb,0
Be Tb,0
Al Co Cu Fe Ni,0
Co Ge Hf,1
Al Ce Th,0
Co Ge Mo,1
Ag Sb Sn,0
Be Pt,1
Mg Pu,0
Co Ge Sn,1
Ho Mn Ni,1
Ag Cu La,0
Au Cu La,0
Ba Ge In Sb,0
Nb Pd Rh Sc Zr,0
Au Sb Tl,0
Ca Pd Sb,0
Eu Ge Y,0
Bi Ge Y,0
Ga Mn Ru,0
In Mn Ru,0
Cr Ge Rh,0
Fe Ge Rh,0
Rh Sb V,0
In Rb Sb,0
La Sb Zr,0
Hf La Sb,0
Cr La Sb,0
Nb Ru Sb,0
Ag Sb Yb,0
Cu Ge Mn Nd,0
Ir Tl,0
Al Co Fe Mn,0
Co Fe Ga Mn,0
Co Fe Ge Mn,0
Al Am Pd,0
Ga Mn Ni Pt,0
Fe Ge Mn Ni,0
Al Cu Ni Pr,1
Ga Sn Tb,1
Al Co Yb,1
Bi Pt Sr,0
Cd Nd Sb,0
Cd Pr Sb,0
Cd La Sb Yb,0
Mg Pd Sr,0
Ga Mn Sm,0
Co Gd La,1
Ga Os U,0
Bi La Pd,0
Cr Ge Pd,0
Fe Ge Pd,0
Cr Dy Ge Mn,1
Ge Ti Y,0
Ge Ti Tm,0
Cu Ge Mn Pr,0
Ca Eu Ga,0
La Mn Ni Zr,0
Eu Ge In Rb,0
Rh Sb Th,0
Nd Sb Zn,0
Sb Sm Zn,0
Hg K Sn,0
Ba Co Sn,0
Ag Ga Ho,0
Ag Dy Ga,0
Ag Ga Tm,0
Au Ga U,0
Ce In Pd Rh,0
Ge Mn Np,0
Hg Pb Sr,0
Eu Mg Pb,0
Mg Pb Yb,0
Hg Sn Yb,0
Eu Hg Pb,0
Ba Hg Pb,0
Eu Hg Sn,0
Ce Ga Pd Y,0
Al Fe Lu Ti,0
Ce Fe Mo,0
Co Ga Ni U,0
Ge Ni Pd U,0
Ge Pd Pt U,0
Cu Sm Y,0
Ga Tc,0
In Mo,0
In W,0
Dy Ge Sc,0
Ge Ho Sc,0
Er Ge Sc,0
Ge Sc Tm,0
Eu Ga Sr,0
Eu Ga La,0
Bi In Li,0
Li Sn Sr,0
Ba Eu Li Sn,0
Ca Eu Li Sn,0
Ca Li Sn Sr,0
Ba Li Sn Sr,0
Be Pt Y,0
Ag Eu Ga,1
Ce Fe Zn,0
Ag Sb Y,0
Ga Ge Tb,0
Ag In Zr,0
Nb Ni Sc Sn,0
In Ni Sb Zr,0
Hf In Ni Sb,0
Co Cu Sn Zr,0
Co Cu Hf Sn,0
Ce Ga Li,0
Ga La Li,0
Ga Li Pr,0
Ga Li Nd,0
Ce Fe Mg,0
Fe Sm Zn,0
Ga Lu Y,1
Bi Ho Ni,0
Ag Pr Sb,0
Al Co Ru U,0
Al Co Pt U,1
Al Co Rh U,1
Al Fe Nd V,0
Ga Mo W,0
Al Er Zn,0
Sb U Zr,0
Bi La Mg,0
Ba Ga Na Sb,0
Ba In Pb,0
Bi Cu Yb,0
Ca Co Sn,0
Au Ce In Mg,0
Ba Bi Pd,0
Bi Pd Sr,0
Pt Sn Zn,0
Al Ba Pb,0
Bi La Sc,0
Al Ce Mn Zn,0
Al Dy Mn Zn,0
Al Er Mn Zn,0
Al Gd Mn Zn,0
Al Mn Nd Zn,0
Al Mn Sm Zn,0
Al Mn Yb Zn,0
Ce In Mn Zn,0
Dy In Mn Zn,0
Er In Mn Zn,0
Gd In Mn Zn,0
In Mn Nd Zn,0
In Mn Pr Zn,0
In Mn Sm Zn,0
In Mn Yb Zn,0
Co Mg Pr,0
Co La Mg,0
Co Er Mg,0
Dy Fe Nd Ti,0
Ce Co Mo,0
Co Mo Pr,0
Co Mo Nd,0
Co Mo Sm,0
Er Fe Y,1
Co Fe Mo Nd,0
Cu Gd La Sn,0
Cu Gd Sn Y,0
Hf Ir Sb,0
Ir Sb Zr,0
Hg Rb Sb,0
Bi Li Tl,0
Li Sb Tl,0
Mg Ni Ti,0
Ti Y,0
Al Ga Pu,1
Al Eu Sn,0
Ga Mn Yb,0
Eu Ge Sc,0
Dy Ge Li,0
Ge Li Tb,0
Cr Fe Re,0
Co Cr Re,0
Co Cu Ga,0
Co Cu Sb,0
Co Ga Ir,0
Co Ge Ir,0
Co In Ir,0
Co Ir Sb,0
Co Ir Sn,0
Co Ga Pd,0
Co Ge Pd,0
Co In Pd,0
Co Pd Sn,0
Co Ga Pt,0
Co Ge Pt,0
Co In Pt,0
Co Ga Rh,0
Co Ge Rh,0
Co In Rh,0
Co Rh Sb,0
Mn Os Sb,0
Cu Fe Ga,0
Cu Fe Sb,0
Fe Ga Ir,0
Fe Ge Ir,0
Fe In Ir,0
Fe Ir Sb,0
Fe Ir Sn,0
Fe Ga Os,0
Fe Ge Os,0
Fe In Os,0
Fe Os Sb,0
Fe Os Sn,0
Fe Ga Pd,0
Fe In Pd,0
Fe Pd Sn,0
Fe Rh Sb,0
Fe Ge Ru,0
Fe In Ru,0
Fe Ru Sb,0
Ga Mn Os,0
Ge Mn Os,0
In Mn Os,0
Ge In K Sb,0
Ga Ru Yb,0
Ag In Mg,0
Ag In Zn,0
Ag Mg Tb,0
Dy Ga In Pt,0
Ga In Pt Tm,0
Er Ga In Pt,0
Ca Cu Mg,1
Cu Mg Sr,1
Al Ge Ni Y,0
Al Gd Ge Ni,0
Al Ge Lu Ni,0
Ce Fe Zr,1
Be Li,0
Co Li Sn Tm,0
Ge Pt Ti,0
Ba Ru Sb,0
Bi Ni Sn Zr,0
Ga Ho Zn,0
Ga Hf Sb,0
Ni Y Zr,1
Gd Ni Zr,1
Ni Tb Zr,1
Dy Ni Zr,1
Ho Ni Zr,1
Er Ni Zr,1
Ni Tm Zr,1
Ni Yb Zr,1
Lu Ni Zr,1
Co La Mg Nd Ni,1
Al Ho Pt,0
Bi Cu Ho,0
Ho Mn Sn Y,1
Al Eu Sb,0
Ge Ho Nb,0
Ge Nb Y,0
Er Ge Nb,0
Dy Ge Nb,0
Ge Nb Tb,0
Gd Ge Nb,0
Ge Sc Ta,0
Ge Ho Zn,0
Ge Tm Zn,0
Ge Lu Zn,0
Ag Eu Zn,0
Bi K Mn,0
K Mn Sb,0
Ca Pt Sn,0
Ca Pb Pt,0
In Ir Mn,0
Mn Os Sn,0
Mn Ru Sb,0
Co Ga Ru,0
Co Ge Ru,0
Co In Ru,0
Co Ru Sb,0
Co Ru Sn,0
Ba Mg Sb,0
Ba Bi Mg,0
Be Na Sb,0
Al Ge K,0
Pb Rh U,0
Pr Pt Sn,0
Er Fe Ga Ho,0
Co Fe Ti Y,0
Co Fe La Ti,0
Fe Gd Nb,0
Ba Ga Sr,0
Ce Gd Ni,1
Al Ce Ga Pd,0
Al Ga La Pd,0
Ge La Nb,0
Al Tm Zn,0
Al Lu Zn,0
Cu Mg Pr,1
Cu Mg Sm,1
Cu Eu Mg,1
Cu Dy Mg,1
Cu Ho Mg,1
Mg Sb Zn,0
Sb Sc U,0
Au In K Rb,0
Au In Rb,0
Ba Ga Pb,0
Al Mn Y Zn,0
Co Cr Fe Zr,1
Cr Cu Fe Zr,1
Ag Cu U,1
Be Er,0
Be Tm,0
Be Yb,0
Cu Gd Y,0
Pb Sb Zr,0
Ag Cu,0
Pb Sn Zr,0
Al Pb Zr,0
Fe Pb Zr,0
Ga Pb Zr,0
Ge Pb Zr,0
Ag Pb Zr,0
Cd Pb Zr,0
Co Pb Zr,0
In Pb Zr,0
Al Pd Pr,0
Ag Cu Ho,1
Co Gd Mo,0
Co Dy Mo,0
Co Er Mo,0
Ag Cu Dy,1
Bi Eu Pd,0
Ag Au Hg,0
Fe Sc Ta,1
Au Cd Gd,0
Cd Gd Zn,0
Al Ru Th,0
Ni Pr Sb Sn,0
Ni Sb Sm Sn,0
Gd Ni Sb Sn,0
Ni Sb Sn Tb,0
Ba Sn Yb,0
Au Cs In,0
In Mg Sr,0
Ba In Mg,0
Ba In Zn,0
Eu Ga Sn,0
Ba Bi Sr,0
In Na Sb,0
Cs Ga K Sb,0
Al Cs K Sb,0
Cs Ga K Rb Sb,0
Rb Sb Sn,0
Ge Pd Ti,0
Ge Hg K,0
Ba In Tl,0
Sb Tb Ti,0
Sb Ti Yb,0
Pb Rh Yb,0
Ag Hf Pd,0
Ag Mn,0
Ag Mn Sn,0
Ag Mn Zn,0
Ag Pd Sn,0
Ag Pd Th,0
Ag Pd Yb,0
Ag Pd Zr,0
Ag Pu,0
Ag Sb Zr,0
Ag Zn Zr,0
Al Au Ga,0
Al Au In,0
Al Be U,0
Al Ca Er,1
Al Ca In Sb Yb,0
Ca In Sb Yb,0
Al Gd Mn W,0
Al Fe Gd W,0
Al Mn W Yb,0
Al Fe W Yb,0
Li Sb Sm,0
Dy Li Sb,0
Ho Li Sb,0
Au Ba Ga Ge,0
Co Cu Zr,0
Co Mg Ni Y,1
Cu Ho In Ni,0
Co In Ni Ti,0
Co Fe Ga Ti,0
Co Fe Ge Ti,0
Al Co Fe V,0
Co Fe Ga V,0
Co Fe Ge V,0
Cr Cu In,0
Al Au Ce Cu,0
Al Au Cu La,0
Co In Ni Sn Ti,0
Al Ce Ge Pt,0
Ca Ni Zn,0
Ca Pd Zn,0
Ca Pt Zn,0
Ag Cs Ge Na,0
Bi Ce Rh,0
Ag Al Ca Zn,1
Er Fe In,0
Ho Mg Rh,0
Er Mg Rh,0
Bi La Zn,0
Ge Li Rh,0
Cs Hg Sn,0
Nd Sb Sn Ti,1
Sb Sm Sn Ti,1
In Ni Sr,0
Ag Al Ge,0
Ag Al Sn,0
Ag Al Th,0
Ag Au U,0
Ag Bi Yb,0
Ag Ca Hg,0
Ag Er Pd,0
Ag Cu Gd,1
Ag Cu Ti,0
Ag Cu Tm,1
Ag Cu Yb,1
Ag Ga Mo,0
Ag Ga Nd,0
Al Fe Mg,0
Al Fe W,0
Cd Mg Y,0
Ca Ge Na Sb,0
Ca Ge Li Sb,0
Ca Na Sb,0
Ca Ge Sb,0
Ce Sb Sn,0
Gd Ge Y,0
Al Au Ca Cr,0
Al Au Ca Hf,0
Al Au Ca Mo,0
Al Au Ca Nb,0
Al Au Ca V,0
Al Au Ca W,0
Al Au Ca Zr,0
Al Au Cr Eu,0
Al Au Eu Hf,0
Al Au Eu Mn,0
Al Au Eu Re,0
Al Au Eu Ti,0
Al Au Eu V,0
Al Au Eu Zr,0
Al Au Mn Sr,0
Al Au Nb Sr,0
Al Au Hf Yb,0
Al Au Nb Yb,0
Al Au Ta Yb,0
Al Au V Yb,0
Al Au Yb Zr,0
Ge Nd Sn,0
Mg Mn Sb,0
Al Fe Ni Yb,0
Cd Gd Ir,0
Cd Gd Pt,0
Sb Sm Ti,0
Rh Sm Zn,0
Gd Rh Zn,0
Rh Tb Zn,0
Ho Rh Zn,0
Ho Sb Zn,0
Dy Sb Zn,0
Al Ba Ca,1
Al Ba Sr,1
Al Co Fe La,0
Al Co Fe Pr,0
Al Co Pu,0
Al Cr Hf,1
Al Cr Np,0
Al Cu Gd Th,0
Al Cu Sc Yb,0
Al Cu Th,0
Co Sc Ta,1
Co In Sc Ta,1
Ga Li Sr,0
Bi Mg Na,0
Ba Cd Ge Li,0
Fe Na Sb,0
Bi Pt Yb,0
Er Fe Nb,0
Au K Tl,0
Au Rb Tl,0
Al Eu Pd,0
Ca Ni Yb Zn,0
Ga Ho Sb,0
Al Dy Pd,0
Al Dy Pt,0
Al Eu Ga,1
Al Fe Hf,1
Al Fe Mn Sm,0
Al Fe Pu,1
Al Fe Re,1
Al Co Cr Mn,0
Al Fe Lu Mn,0
Fe Ga Lu Mn,0
Fe Ga Mn Y,0
Co Cr Ge Lu,0
Al Fe Mn Y,0
Fe Ge Nb V,0
Cu Pt Sn,0
In Li Zn,1
Cs Na,1
Co Mn Sc Sn,0
Co Fe Ga Sc,0
Ag Ge Mn Nd,0
Cd Ge Mn Nd,0
Sn Sr Tl,0
Au Bi K,0
Ba Sb Ti,0
Eu Ru Sn,0
Eu Ru Sn Y,0
Ge In Rb,0
Ca Cd K Sb,0
Ce Pb Zn,0
In La Pb,0
Ge Rh Ta,0
Ca Eu Ge,0
Eu Ge Sr,0
Ca Ge In Yb,0
Ba In Li,0
Al Ga Pr,0
Al Ga Sb,0
Al Gd Pt,0
Al Gd Sc,1
Al Ge Pd,0
Al Ge Re,0
Al Ge Sc,0
Al Hf Ir,1
Al Hf Mn,1
Al Hf Os,0
Al Hf Rh,1
Al Hf Ru,1
Al Ir Th,0
Al Ir Zr,1
Al Lu Mn,0
Al Mg Mo,0
Al Mg Ta,0
Al Mg W,0
Al Mn Pu,1
Al Mn Sm,0
Al Mn Ta,1
Al Mn Tm,0
Ge Ir Rh U,0
Co Hf Sb Sn Zr,0
Co Hf Rh Sb Sn Zr,0
Hf Rh Sb Sn Zr,0
Ba Ge Pd Zn,0
Ba Cu Ge Zn,0
Ba Ge K Zn,0
Ge K Zn,0
Cs Ga Ge,0
Ga Ge Rb,0
Cs Ge In,0
Al Co Eu,0
Ba Ge Sr,0
Eu Ge In Yb,0
Ge In Sr Yb,0
Ga Ir Sm,0
Al Nb Rh,0
Al Ni Pu,0
Al Ni Sr,0
Al Os Sc,0
Al Os Zr,1
Al Pd Th,0
Al Pd Tm,0
Al Pt Sm,0
Al Pt Th,0
Al Pt Tm,0
Al Rh Sc,0
Al Ru Zr,1
Al Sb Zr,0
Cu Dy Hf,0
Ge Ti U,0
Ag Ge Tb,0
Ag Ge Ho,0
Gd Pb Pt,0
Er Mg Zn,0
Au Ca Hg,0
Au Ce,0
Au Ce Pb,0
Au Cu Dy,1
Au Cu Ho,1
Au Cu Tb,1
Au Dy Ga,0
Au Er Ga,0
Au Er Pt,0
Au Fe Sn,0
Au Ga Gd,0
Au Ga Ho,0
Au Ga Lu,0
Au Ga Nb,0
Au Ga Ta,0
Au Ga Tb,0
Au Ga Tm,0
Au Ga V,0
Au Ga Y,0
Au Gd Ni,1
Au Gd Tb,0
Au In Pt,0
Au In Zn,0
Au La Pb,0
Au Lu Ni,1
Au Lu Sb,0
Au Nb Zn,0
Au Nd Pb,0
Au Ni Sc,1
Au Ni Y,1
Au Pb Pd,0
Au Pb Pr,0
Au Pb Sm,0
Au Pd Sb,0
Au Pt U,1
Au Pt Yb,0
Au Pu,0
Au Sb Tm,0
Cu Dy Pd,0
Cu Dy La,0
Cu Dy Ta,0
Co Sn Ti Zr,0
Cu W,0
Cr Sn Zr,0
Bi Cr,0
Bi V,0
Co Hf In,0
Co Fe Ga Sb Ti,0
Co Ge Ru Ti,0
Co Ru Sn Ti,0
Cr Fe Ge Sc,0
Co Cr Sn,0
K Mg Sb,0
Mg Na Sb,0
Ba Mg Sn,0
Bi Ca La,0
Bi Ca Pr,0
Bi Ca Er,0
Bi Ca Gd,0
Hf Sb Zn,0
Ca Fe Sb,0
Sb Ti U,0
Mn Sb U,0
Ca Cd Sb Yb,0
Ca Cd Eu Sb,0
Co Mg Ni Tb,1
Al Ca Pr Sb Yb,0
Al Th U,0
Al V Zr,1
Am Be,0
Am Os,1
Cu Nb Pd,0
Pb Pd Zr,0
Al Hf Ti,1
Al Re Ti,1
Mo Nb Ta Ti V,0
Au Lu Pb,0
Co Nb Ta,1
Co Ta W,1
Mo Nb Ti V Zr,0
Cu Dy Sc,0
Cu Dy Ti,0
Cu Dy V,0
Cr Cu Dy,0
Co Cu Dy,0
Cu Dy Ni,0
Cu Dy Zn,0
Cu Dy Y,0
Cu Dy Zr,0
Cu Dy Nb,0
Cu Dy Mo,0
Cu Dy Tc,0
Cu Dy Ru,0
Cu Dy Rh,0
Cu Dy W,0
Cu Dy Re,0
Cu Dy Os,0
Cu Dy Ir,0
Cu Dy Pt,0
La Pt Sb,0
Li Pd Sb,0
Mg Pd Sb,0
Mg Pt Sb,0
Li Sb Y,0
Mn Pd Sb Sn,0
Ge Ir La Tm,0
Al Ca Nd Sb Yb,0
Au Cd Eu Mg,0
Al Co La Sb,0
K Pd Sn,0
K Pb Rh,0
Be Lu,0
Ca Sb Yb,0
Er Ga Ge,0
Cd Lu Pd,0
Fe Ge Ni Ti,0
In Mn V,0
Co In Mn V,0
Cu Mn Ni Sb,0
Ag Al Cu,0
Al Cu Ga,0
Ag Cu Ga,0
Ag Cu Mg,0
Au Cu Mg,0
Cu Nb Ni,0
Cu Ni Pt,0
Cu Hf Pd,0
Cu Hg Pd,0
Cu In Pd,0
Au Cu Sc,0
Cu Ir Sc,0
Cu Pt Sc,0
Cu Pd Ti,0
Cu Pd V,0
Cu Pt V,0
Ag Cu Zn,0
Cu Ir Zn,0
Cu Pd Zn,0
Cu Rh Zn,0
Cu Pd Zr,0
Cu Ru Zr,0
Sc Tl,0
Be Tc,0
Al Cd Ti,0
Al Ga Ti,0
Al In Ti,0
Al Sn Ti,0
Al Ti Tl,0
Au Ti Tl,0
Cd Pt Ti,0
Ga In Ti,0
Mg Sb Ti,0
Mg Sn Ti,0
Al Pb Ti,0
Pb Pd Ti,0
Hg Ru Ti,0
Sn Ti Zn,0
Al Co Zn,0
Al Pt Zn,0
Be Ni Zn,0
Fe Pt Zn,0
Ag Li Zn,0
Mg Pt Zn,0
Mn Pt Zn,0
Cr Sc Zn,0
Rh Sc Zn,0
Al Ge Hf,0
Sb Tl Zn,0
Ga Ge Pd,0
Co Ge Sb,0
Co Pb Sb,0
Ge Lu Ti,0
Co Ga Pu,0
Bi Mn Rb,0
Bi La Ni,0
Ca Ge Sb Yb,0
Cu Sb Zn,0
Ba Cu Ga,0
Ba Ge Tl,0
Ba Mn,0
Be Ce La,0
Be Cm,0
Be Cr Mo,1
Be Cr Nb,1
Be Cu Hf,0
Be Cu Nb,0
Be Cu U,0
Be Cu Zr,0
Be Eu,0
Be Ga U,0
Be Gd,0
Be Hf Pd,0
Be Ho,0
Be Ir,1
Be La U,0
Be Lu U,0
Be Mo Ta,1
Be Os,1
Be Pa,0
Be Pd Zr,0
Be Re Tc,0
Be Bi,0
Cr Hf In,0
Cr In Y,0
Gd Ge Ti Zr,0
Al Ce Ir Os,0
Bi La Pt,0
Fe Ni Sb Ti,0
In La Sb,0
Ga Pr Sb,0
Al Sn Yb,0
Bi Ge Nd,0
Bi Ge Sm,0
Bi Ge Tb,0
Bi Ge Ho,0
Bi Ge Lu,0
Ge Lu Nb,0
Ru Sb Yb,0
Er Rh Sb,0
Au Sr Zn,0
K Sn Zn,0
Ca Cd Pt,0
Mg Pt Yb,0
Mg Pt Sr,0
Ag Mg Sr,0
Er Mg Ru,0
Ce La Ru Sn,0
Al Ce Pd Pt,0
Cr Zn,0
Pr Sb Sc,0
Sb Sc Sm,0
Sb Sc Tb,0
Ir Sn Y,0
Be Sc U,0
Be Th U,0
Be U Y,0
Be U Zr,0
Be Y,0
Bi Ce Pt,0
Bi Cs Mn,0
Bi Cu Nd,0
Bi Cu Pr,0
Bi Cu Tb,0
Bi Dy Gd,0
Bi Dy Pd,0
Bi Gd Pd,0
Bi In Pb,0
Bi K Mg,0
Bi La Pb,0
Bi La Sb,0
Bi La Sn,0
Bi Li Y,0
