,sorted_cifs_ids_non_empty,sorted_cifs_ids_short_non_empty,gph_grouped_non_empty,sorted_cifs_non_empty
6309,196877,196877,['Co5Sm-196877-Cagome_big.gph'],intermetallics_search_196877.cif
6310,196878,196878,['Co5Er-196878-Cagome_big.gph'],intermetallics_search_196878.cif
6311,196882,196882,['(Fe0.75Mn0.25)Pd3-196882-Cagome_big.gph'],intermetallics_search_196882.cif
6312,196883,196883,['(Fe0.55Mn0.45)Pd3-196883-Cagome_big.gph'],intermetallics_search_196883.cif
6313,196884,196884,"['Er(Fe0.6Mn0.4)2-196884-Cagome_big.gph', 'Er(Fe0.6Mn0.4)2-196884-Cagome_big_1.gph']",intermetallics_search_196884.cif
6314,196890,196890,"['Pr(Co3.5Ni1.5)-196890-Cagome_big.gph', 'Pr(Co3.5Ni1.5)-196890-Cagome_big_1.gph']",intermetallics_search_196890.cif
6315,196891,196891,['(Al0.8Cr0.2)Ni3-196891-Cagome_big.gph'],intermetallics_search_196891.cif
6316,196900,196900,['LuFe2-196900-Cagome_big.gph'],intermetallics_search_196900.cif
6317,196902,196902,"['(Fe0.33Mn0.67)Pd3-196902-Cagome_big.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_1.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_2.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_3.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_4.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_5.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_6.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_7.gph', '(Fe0.33Mn0.67)Pd3-196902-Cagome_big_8.gph']",intermetallics_search_196902.cif
6318,196928,196928,"['PuAl3-196928-Cagome_big.gph', 'PuAl3-196928-Cagome_big_1.gph', 'PuAl3-196928-Cagome_big_2.gph']",intermetallics_search_196928.cif
6319,196929,196929,['PuGe1.5-196929-Cagome_big.gph'],intermetallics_search_196929.cif
6320,196930,196930,['LuCo2-196930-Cagome_big.gph'],intermetallics_search_196930.cif
6321,196931,196931,"['Lu(Co0.89Al0.11)2-196931-Cagome_big.gph', 'Lu(Co0.89Al0.11)2-196931-Cagome_big_1.gph']",intermetallics_search_196931.cif
6322,196933,196933,['AlLa3-196933-Cagome_big.gph'],intermetallics_search_196933.cif
6323,196934,196934,['AlSm3-196934-Cagome_big.gph'],intermetallics_search_196934.cif
6324,196939,196939,['CeMg2-196939-Cagome_big.gph'],intermetallics_search_196939.cif
6325,196940,196940,['Ce(Ga0.9Sn0.1)2-196940-Cagome_big.gph'],intermetallics_search_196940.cif
6326,196941,196941,['Ce(Ga0.8Sn0.2)2-196941-Cagome_big.gph'],intermetallics_search_196941.cif
6327,196942,196942,['PrMg2-196942-Cagome_big.gph'],intermetallics_search_196942.cif
6328,196943,196943,['NdMg2-196943-Cagome_big.gph'],intermetallics_search_196943.cif
6329,196944,196944,['SmMg2-196944-Cagome_big.gph'],intermetallics_search_196944.cif
6330,196945,196945,['LaAl2-196945-Cagome_big.gph'],intermetallics_search_196945.cif
6331,196946,196946,['NdAl2-196946-Cagome_big.gph'],intermetallics_search_196946.cif
6332,196947,196947,['PrAl2-196947-Cagome_big.gph'],intermetallics_search_196947.cif
6333,196951,196951,['NdSn3-196951-Cagome_big.gph'],intermetallics_search_196951.cif
6334,196970,196970,['Co5Th-196970-Cagome_big.gph'],intermetallics_search_196970.cif
6335,196983,196983,"['(Hg0.15Pb0.85)-196983-Cagome_big.gph', '(Hg0.15Pb0.85)-196983-Cagome_big_1.gph']",intermetallics_search_196983.cif
6336,196984,196984,"['(Sb0.03Pb0.97)-196984-Cagome_big.gph', '(Sb0.03Pb0.97)-196984-Cagome_big_1.gph']",intermetallics_search_196984.cif
6337,196985,196985,"['(Sn0.049Pb0.951)-196985-Cagome_big.gph', '(Sn0.049Pb0.951)-196985-Cagome_big_1.gph']",intermetallics_search_196985.cif
6338,196990,196990,"['(AlZr)Cu-196990-Cagome_big.gph', '(AlZr)Cu-196990-Cagome_big_1.gph']",intermetallics_search_196990.cif
6339,197022,197022,"['Ni0.875Rh0.125-197022-Cagome_big.gph', 'Ni0.875Rh0.125-197022-Cagome_big_1.gph']",intermetallics_search_197022.cif
6340,197024,197024,"['(Nd0.2Th0.8)-197024-Cagome_big.gph', '(Nd0.2Th0.8)-197024-Cagome_big_1.gph']",intermetallics_search_197024.cif
6341,197025,197025,"['(Pr0.2Th0.8)-197025-Cagome_big.gph', '(Pr0.2Th0.8)-197025-Cagome_big_1.gph']",intermetallics_search_197025.cif
6342,197026,197026,"['Pr0.95Th0.05-197026-Cagome_big.gph', 'Pr0.95Th0.05-197026-Cagome_big_1.gph', 'Pr0.95Th0.05-197026-Cagome_big_2.gph', 'Pr0.95Th0.05-197026-Cagome_big_3.gph', 'Pr0.95Th0.05-197026-Cagome_big_4.gph', 'Pr0.95Th0.05-197026-Cagome_big_5.gph']",intermetallics_search_197026.cif
6343,197027,197027,"['Nd0.9Th0.1-197027-Cagome_big.gph', 'Nd0.9Th0.1-197027-Cagome_big_1.gph', 'Nd0.9Th0.1-197027-Cagome_big_2.gph', 'Nd0.9Th0.1-197027-Cagome_big_3.gph', 'Nd0.9Th0.1-197027-Cagome_big_4.gph', 'Nd0.9Th0.1-197027-Cagome_big_5.gph']",intermetallics_search_197027.cif
6344,197028,197028,"['Eu2Ni17-197028-Cagome_big.gph', 'Eu2Ni17-197028-Cagome_big_1.gph']",intermetallics_search_197028.cif
6345,197031,197031,['NbCr2-197031-Cagome_big.gph'],intermetallics_search_197031.cif
6346,197032,197032,"['NbCr2-197032-Cagome_big.gph', 'NbCr2-197032-Cagome_big_1.gph']",intermetallics_search_197032.cif
6347,197033,197033,['TaCr2-197033-Cagome_big.gph'],intermetallics_search_197033.cif
6348,197034,197034,['TaCr2-197034-Cagome_big.gph'],intermetallics_search_197034.cif
6349,197035,197035,"['Os0.85Ti0.15-197035-Cagome_big.gph', 'Os0.85Ti0.15-197035-Cagome_big_1.gph', 'Os0.85Ti0.15-197035-Cagome_big_2.gph', 'Os0.85Ti0.15-197035-Cagome_big_3.gph']",intermetallics_search_197035.cif
6350,197036,197036,['Ni2Hf-197036-Cagome_big.gph'],intermetallics_search_197036.cif
6351,197037,197037,"['ZrMn2-197037-Cagome_big.gph', 'ZrMn2-197037-Cagome_big_1.gph']",intermetallics_search_197037.cif
6352,197038,197038,['HfCr2-197038-Cagome_big.gph'],intermetallics_search_197038.cif
6353,197039,197039,"['HfCr2-197039-Cagome_big.gph', 'HfCr2-197039-Cagome_big_1.gph', 'HfCr2-197039-Cagome_big_2.gph']",intermetallics_search_197039.cif
6354,197040,197040,"['HfCr2-197040-Cagome_big.gph', 'HfCr2-197040-Cagome_big_1.gph']",intermetallics_search_197040.cif
6355,197041,197041,"['Sm(Co4.4Cu0.6)-197041-Cagome_big.gph', 'Sm(Co4.4Cu0.6)-197041-Cagome_big_1.gph']",intermetallics_search_197041.cif
6356,197042,197042,"['Sm(Co3CuMn)-197042-Cagome_big.gph', 'Sm(Co3CuMn)-197042-Cagome_big_1.gph', 'Sm(Co3CuMn)-197042-Cagome_big_2.gph']",intermetallics_search_197042.cif
6357,197055,197055,['Nd3In-197055-Cagome_big.gph'],intermetallics_search_197055.cif
6358,197056,197056,['NdIn3-197056-Cagome_big.gph'],intermetallics_search_197056.cif
6359,197057,197057,['Sm3In-197057-Cagome_big.gph'],intermetallics_search_197057.cif
6360,197058,197058,['TbIn3-197058-Cagome_big.gph'],intermetallics_search_197058.cif
6361,197061,197061,"['DyNi3Ga2-197061-Cagome_big.gph', 'DyNi3Ga2-197061-Cagome_big_1.gph']",intermetallics_search_197061.cif
6362,197062,197062,"['HoNi2.6Ga2.4-197062-Cagome_big.gph', 'HoNi2.6Ga2.4-197062-Cagome_big_1.gph']",intermetallics_search_197062.cif
6363,197063,197063,"['ErNi2.6Ga2.4-197063-Cagome_big.gph', 'ErNi2.6Ga2.4-197063-Cagome_big_1.gph']",intermetallics_search_197063.cif
6364,197064,197064,"['CeNi3Ga2-197064-Cagome_big.gph', 'CeNi3Ga2-197064-Cagome_big_1.gph']",intermetallics_search_197064.cif
6365,197065,197065,"['CeNi1.7Al0.3-197065-Cagome_big.gph', 'CeNi1.7Al0.3-197065-Cagome_big_1.gph']",intermetallics_search_197065.cif
6366,197066,197066,['CeNi2Al3-197066-Cagome_big.gph'],intermetallics_search_197066.cif
6367,197067,197067,"['MnCu1.5Ga0.5-197067-Cagome_big.gph', 'MnCu1.5Ga0.5-197067-Cagome_big_1.gph', 'MnCu1.5Ga0.5-197067-Cagome_big_2.gph', 'MnCu1.5Ga0.5-197067-Cagome_big_3.gph']",intermetallics_search_197067.cif
6368,197068,197068,"['ErCu4.1Al0.9-197068-Cagome_big.gph', 'ErCu4.1Al0.9-197068-Cagome_big_1.gph']",intermetallics_search_197068.cif
6369,197069,197069,"['ErCu2.3Al2.7-197069-Cagome_big.gph', 'ErCu2.3Al2.7-197069-Cagome_big_1.gph']",intermetallics_search_197069.cif
6370,197070,197070,"['Er(Cu0.19Al0.81)2-197070-Cagome_big.gph', 'Er(Cu0.19Al0.81)2-197070-Cagome_big_1.gph']",intermetallics_search_197070.cif
6371,197071,197071,['(Cu0.1Ga0.9)2Ho-197071-Cagome_big.gph'],intermetallics_search_197071.cif
6372,197076,197076,['Nd(Ir0.5Ge1.5)-197076-Cagome_big.gph'],intermetallics_search_197076.cif
6373,197078,197078,"['(Al1.64Cu0.36)Dy-197078-Cagome_big.gph', '(Al1.64Cu0.36)Dy-197078-Cagome_big_1.gph']",intermetallics_search_197078.cif
6374,197080,197080,"['Dy(Ga1.5Ni3.5)-197080-Cagome_big.gph', 'Dy(Ga1.5Ni3.5)-197080-Cagome_big_1.gph']",intermetallics_search_197080.cif
6375,197082,197082,"['(Ga0.3Ni0.7)5Gd-197082-Cagome_big.gph', '(Ga0.3Ni0.7)5Gd-197082-Cagome_big_1.gph']",intermetallics_search_197082.cif
6376,197083,197083,"['(Ga0.32Ni0.68)5Ho-197083-Cagome_big.gph', '(Ga0.32Ni0.68)5Ho-197083-Cagome_big_1.gph']",intermetallics_search_197083.cif
6377,197084,197084,"['(Ga1.2Ni3.8)La-197084-Cagome_big.gph', '(Ga1.2Ni3.8)La-197084-Cagome_big_1.gph']",intermetallics_search_197084.cif
6378,197085,197085,"['(Ga0.32Ni0.68)5Lu-197085-Cagome_big.gph', '(Ga0.32Ni0.68)5Lu-197085-Cagome_big_1.gph']",intermetallics_search_197085.cif
6379,197086,197086,"['(Ga0.3Ni0.7)5Nd-197086-Cagome_big.gph', '(Ga0.3Ni0.7)5Nd-197086-Cagome_big_1.gph']",intermetallics_search_197086.cif
6380,197087,197087,"['(Ga0.54Ni0.46)5Nd-197087-Cagome_big.gph', '(Ga0.54Ni0.46)5Nd-197087-Cagome_big_1.gph']",intermetallics_search_197087.cif
6381,197088,197088,"['(Ga0.28Ni0.72)5Pr-197088-Cagome_big.gph', '(Ga0.28Ni0.72)5Pr-197088-Cagome_big_1.gph']",intermetallics_search_197088.cif
6382,197089,197089,"['(Ga0.539Ni0.461)5Pr-197089-Cagome_big.gph', '(Ga0.539Ni0.461)5Pr-197089-Cagome_big_1.gph']",intermetallics_search_197089.cif
6383,197090,197090,"['(Ga0.3Ni0.7)5Sm-197090-Cagome_big.gph', '(Ga0.3Ni0.7)5Sm-197090-Cagome_big_1.gph']",intermetallics_search_197090.cif
6384,197091,197091,"['(Ga0.54Ni0.46)5Sm-197091-Cagome_big.gph', '(Ga0.54Ni0.46)5Sm-197091-Cagome_big_1.gph']",intermetallics_search_197091.cif
6385,197092,197092,"['(Ga0.3Ni0.7)5Tb-197092-Cagome_big.gph', '(Ga0.3Ni0.7)5Tb-197092-Cagome_big_1.gph']",intermetallics_search_197092.cif
6386,197093,197093,"['(Ga0.3Ni0.7)5Tm-197093-Cagome_big.gph', '(Ga0.3Ni0.7)5Tm-197093-Cagome_big_1.gph']",intermetallics_search_197093.cif
6387,197094,197094,"['(Ga0.32Ni0.68)5Yb-197094-Cagome_big.gph', '(Ga0.32Ni0.68)5Yb-197094-Cagome_big_1.gph']",intermetallics_search_197094.cif
6388,197095,197095,"['Zr(Mo0.89Al0.11)2-197095-Cagome_big.gph', 'Zr(Mo0.89Al0.11)2-197095-Cagome_big_1.gph']",intermetallics_search_197095.cif
6389,197096,197096,"['ZrAl2-197096-Cagome_big.gph', 'ZrAl2-197096-Cagome_big_1.gph']",intermetallics_search_197096.cif
6390,197099,197099,"['Rh3Pb2-197099-Cagome_big.gph', 'Rh3Pb2-197099-Cagome_big_1.gph']",intermetallics_search_197099.cif
6391,197100,197100,"['(Ta0.75Co0.25)Co2-197100-Cagome_big.gph', '(Ta0.75Co0.25)Co2-197100-Cagome_big_1.gph', '(Ta0.75Co0.25)Co2-197100-Cagome_big_2.gph']",intermetallics_search_197100.cif
6392,197103,197103,"['(In0.4Cd0.6)Mg3-197103-Cagome_big.gph', '(In0.4Cd0.6)Mg3-197103-Cagome_big_1.gph']",intermetallics_search_197103.cif
6393,197104,197104,"['CrBe2-197104-Cagome_big.gph', 'CrBe2-197104-Cagome_big_1.gph']",intermetallics_search_197104.cif
6394,197105,197105,"['MoBe2-197105-Cagome_big.gph', 'MoBe2-197105-Cagome_big_1.gph']",intermetallics_search_197105.cif
6395,197110,197110,"['MgNi2-197110-Cagome_big.gph', 'MgNi2-197110-Cagome_big_1.gph', 'MgNi2-197110-Cagome_big_2.gph']",intermetallics_search_197110.cif
6396,197111,197111,"['Ni3Ge-197111-Cagome_big.gph', 'Ni3Ge-197111-Cagome_big_1.gph', 'Ni3Ge-197111-Cagome_big_2.gph', 'Ni3Ge-197111-Cagome_big_3.gph', 'Ni3Ge-197111-Cagome_big_4.gph', 'Ni3Ge-197111-Cagome_big_5.gph']",intermetallics_search_197111.cif
6397,197112,197112,"['Ge(PtNi2)-197112-Cagome_big.gph', 'Ge(PtNi2)-197112-Cagome_big_1.gph']",intermetallics_search_197112.cif
6398,197114,197114,"['U(Co0.73Ni1.27)-197114-Cagome_big.gph', 'U(Co0.73Ni1.27)-197114-Cagome_big_1.gph']",intermetallics_search_197114.cif
6399,197116,197116,"['Au0.6Ge0.4-197116-Cagome_big.gph', 'Au0.6Ge0.4-197116-Cagome_big_1.gph']",intermetallics_search_197116.cif
6400,197117,197117,"['Be2Fe-197117-Cagome_big.gph', 'Be2Fe-197117-Cagome_big_1.gph']",intermetallics_search_197117.cif
6401,197118,197118,['GdTl3-197118-Cagome_big.gph'],intermetallics_search_197118.cif
6402,197124,197124,['Ho5Tl3-197124-Cagome_big.gph'],intermetallics_search_197124.cif
6403,197128,197128,"['Sn0.8In0.5Tl0.7-197128-Cagome_big.gph', 'Sn0.8In0.5Tl0.7-197128-Cagome_big_1.gph', 'Sn0.8In0.5Tl0.7-197128-Cagome_big_2.gph', 'Sn0.8In0.5Tl0.7-197128-Cagome_big_3.gph']",intermetallics_search_197128.cif
6404,197129,197129,"['Tl0.92In0.08-197129-Cagome_big.gph', 'Tl0.92In0.08-197129-Cagome_big_1.gph', 'Tl0.92In0.08-197129-Cagome_big_2.gph', 'Tl0.92In0.08-197129-Cagome_big_3.gph']",intermetallics_search_197129.cif
6405,197130,197130,"['Mn6.3Sn1.7-197130-Cagome_big.gph', 'Mn6.3Sn1.7-197130-Cagome_big_1.gph', 'Mn6.3Sn1.7-197130-Cagome_big_2.gph']",intermetallics_search_197130.cif
6406,197132,197132,"['Pd3Pb2-197132-Cagome_big.gph', 'Pd3Pb2-197132-Cagome_big_1.gph']",intermetallics_search_197132.cif
6407,197133,197133,"['Pd0.84Pb0.16-197133-Cagome_big.gph', 'Pd0.84Pb0.16-197133-Cagome_big_1.gph']",intermetallics_search_197133.cif
6408,197137,197137,"['MgNi2-197137-Cagome_big.gph', 'MgNi2-197137-Cagome_big_1.gph', 'MgNi2-197137-Cagome_big_2.gph']",intermetallics_search_197137.cif
6409,197138,197138,"['(Zn0.82Ni0.18)2Mg-197138-Cagome_big.gph', '(Zn0.82Ni0.18)2Mg-197138-Cagome_big_1.gph']",intermetallics_search_197138.cif
6410,197139,197139,"['(Zn0.63Cu0.37)2Mg-197139-Cagome_big.gph', '(Zn0.63Cu0.37)2Mg-197139-Cagome_big_1.gph']",intermetallics_search_197139.cif
6411,197140,197140,"['(Zn0.87Cu0.13)2Mg-197140-Cagome_big.gph', '(Zn0.87Cu0.13)2Mg-197140-Cagome_big_1.gph']",intermetallics_search_197140.cif
6412,197141,197141,"['(Ni0.51Cu0.49)2Mg-197141-Cagome_big.gph', '(Ni0.51Cu0.49)2Mg-197141-Cagome_big_1.gph', '(Ni0.51Cu0.49)2Mg-197141-Cagome_big_2.gph', '(Ni0.51Cu0.49)2Mg-197141-Cagome_big_3.gph']",intermetallics_search_197141.cif
6413,197142,197142,"['Mo0.9Os1.1-197142-Cagome_big.gph', 'Mo0.9Os1.1-197142-Cagome_big_1.gph', 'Mo0.9Os1.1-197142-Cagome_big_2.gph', 'Mo0.9Os1.1-197142-Cagome_big_3.gph']",intermetallics_search_197142.cif
6414,197160,197160,"['NbCuAl-197160-Cagome_big.gph', 'NbCuAl-197160-Cagome_big_1.gph', 'NbCuAl-197160-Cagome_big_2.gph', 'NbCuAl-197160-Cagome_big_3.gph']",intermetallics_search_197160.cif
6415,197161,197161,"['NbCrAl-197161-Cagome_big.gph', 'NbCrAl-197161-Cagome_big_1.gph', 'NbCrAl-197161-Cagome_big_2.gph', 'NbCrAl-197161-Cagome_big_3.gph']",intermetallics_search_197161.cif
6416,197163,197163,"['Ru0.91Ni0.09-197163-Cagome_big.gph', 'Ru0.91Ni0.09-197163-Cagome_big_1.gph', 'Ru0.91Ni0.09-197163-Cagome_big_2.gph', 'Ru0.91Ni0.09-197163-Cagome_big_3.gph']",intermetallics_search_197163.cif
6417,197164,197164,"['Ni0.944Ru0.056-197164-Cagome_big.gph', 'Ni0.944Ru0.056-197164-Cagome_big_1.gph']",intermetallics_search_197164.cif
6418,197165,197165,"['Ti3Ga-197165-Cagome_big.gph', 'Ti3Ga-197165-Cagome_big_1.gph']",intermetallics_search_197165.cif
6419,197186,197186,"['Ru0.9Ti0.1-197186-Cagome_big.gph', 'Ru0.9Ti0.1-197186-Cagome_big_1.gph', 'Ru0.9Ti0.1-197186-Cagome_big_2.gph', 'Ru0.9Ti0.1-197186-Cagome_big_3.gph']",intermetallics_search_197186.cif
6420,197187,197187,"['Pt0.2Au0.8-197187-Cagome_big.gph', 'Pt0.2Au0.8-197187-Cagome_big_1.gph']",intermetallics_search_197187.cif
6421,197206,197206,"['Fe0.8Ga0.2-197206-Cagome_big.gph', 'Fe0.8Ga0.2-197206-Cagome_big_1.gph', 'Fe0.8Ga0.2-197206-Cagome_big_2.gph', 'Fe0.8Ga0.2-197206-Cagome_big_3.gph']",intermetallics_search_197206.cif
6422,197207,197207,"['Mn1.1Ga0.9-197207-Cagome_big.gph', 'Mn1.1Ga0.9-197207-Cagome_big_1.gph', 'Mn1.1Ga0.9-197207-Cagome_big_2.gph', 'Mn1.1Ga0.9-197207-Cagome_big_3.gph', 'Mn1.1Ga0.9-197207-Cagome_big_4.gph', 'Mn1.1Ga0.9-197207-Cagome_big_5.gph', 'Mn1.1Ga0.9-197207-Cagome_big_6.gph']",intermetallics_search_197207.cif
6423,197213,197213,"['La0.48Th1.52-197213-Cagome_big.gph', 'La0.48Th1.52-197213-Cagome_big_1.gph']",intermetallics_search_197213.cif
6424,197214,197214,"['Ce0.26La0.78Th0.96-197214-Cagome_big.gph', 'Ce0.26La0.78Th0.96-197214-Cagome_big_1.gph', 'Ce0.26La0.78Th0.96-197214-Cagome_big_2.gph']",intermetallics_search_197214.cif
6425,197217,197217,"['Pu3Ga-197217-Cagome_big.gph', 'Pu3Ga-197217-Cagome_big_1.gph']",intermetallics_search_197217.cif
6426,197233,197233,['PuPt5-197233-Cagome_big.gph'],intermetallics_search_197233.cif
6427,197247,197247,"['Pd3Ti-197247-Cagome_big.gph', 'Pd3Ti-197247-Cagome_big_1.gph']",intermetallics_search_197247.cif
6428,197248,197248,"['Pt3Zr-197248-Cagome_big.gph', 'Pt3Zr-197248-Cagome_big_1.gph', 'Pt3Zr-197248-Cagome_big_2.gph']",intermetallics_search_197248.cif
6429,197254,197254,"['Al3Pd5-197254-Cagome_big.gph', 'Al3Pd5-197254-Cagome_big_1.gph', 'Al3Pd5-197254-Cagome_big_2.gph']",intermetallics_search_197254.cif
6430,197261,197261,['Fe(Ga0.5Ge0.5)-197261-Cagome_big.gph'],intermetallics_search_197261.cif
6431,197268,197268,"['ZrAl2-197268-Cagome_big.gph', 'ZrAl2-197268-Cagome_big_1.gph']",intermetallics_search_197268.cif
6432,197281,197281,"['Mg3In-197281-Cagome_big.gph', 'Mg3In-197281-Cagome_big_1.gph', 'Mg3In-197281-Cagome_big_2.gph', 'Mg3In-197281-Cagome_big_3.gph', 'Mg3In-197281-Cagome_big_4.gph', 'Mg3In-197281-Cagome_big_5.gph', 'Mg3In-197281-Cagome_big_6.gph', 'Mg3In-197281-Cagome_big_7.gph']",intermetallics_search_197281.cif
6433,197286,197286,"['(Nb2NiAl5)0.5-197286-Cagome_big.gph', '(Nb2NiAl5)0.5-197286-Cagome_big_1.gph']",intermetallics_search_197286.cif
6434,197289,197289,"['Zr(ZnAl2)-197289-Cagome_big.gph', 'Zr(ZnAl2)-197289-Cagome_big_1.gph']",intermetallics_search_197289.cif
6435,197290,197290,"['Hf(Zn2Ga)-197290-Cagome_big.gph', 'Hf(Zn2Ga)-197290-Cagome_big_1.gph']",intermetallics_search_197290.cif
6436,197291,197291,"['HfZnGa2-197291-Cagome_big.gph', 'HfZnGa2-197291-Cagome_big_1.gph', 'HfZnGa2-197291-Cagome_big_2.gph']",intermetallics_search_197291.cif
6437,197294,197294,"['Mn1.33Ga0.67-197294-Cagome_big.gph', 'Mn1.33Ga0.67-197294-Cagome_big_1.gph', 'Mn1.33Ga0.67-197294-Cagome_big_2.gph', 'Mn1.33Ga0.67-197294-Cagome_big_3.gph']",intermetallics_search_197294.cif
6438,197295,197295,"['Ti1.2In0.8-197295-Cagome_big.gph', 'Ti1.2In0.8-197295-Cagome_big_1.gph', 'Ti1.2In0.8-197295-Cagome_big_2.gph', 'Ti1.2In0.8-197295-Cagome_big_3.gph']",intermetallics_search_197295.cif
6439,197296,197296,"['Ti1.33Rh0.67-197296-Cagome_big.gph', 'Ti1.33Rh0.67-197296-Cagome_big_1.gph', 'Ti1.33Rh0.67-197296-Cagome_big_2.gph', 'Ti1.33Rh0.67-197296-Cagome_big_3.gph']",intermetallics_search_197296.cif
6440,197297,197297,"['Zr(NiAl)-197297-Cagome_big.gph', 'Zr(NiAl)-197297-Cagome_big_1.gph']",intermetallics_search_197297.cif
6441,197298,197298,"['Zr(Ni0.17Al0.83)3-197298-Cagome_big.gph', 'Zr(Ni0.17Al0.83)3-197298-Cagome_big_1.gph']",intermetallics_search_197298.cif
6442,197300,197300,"['Zr(Cu0.5Al2.5)-197300-Cagome_big.gph', 'Zr(Cu0.5Al2.5)-197300-Cagome_big_1.gph']",intermetallics_search_197300.cif
6443,197303,197303,['Pt3In-197303-Cagome_big.gph'],intermetallics_search_197303.cif
6444,197304,197304,"['Pt3(Pt0.3Sb0.7)-197304-Cagome_big.gph', 'Pt3(Pt0.3Sb0.7)-197304-Cagome_big_1.gph', 'Pt3(Pt0.3Sb0.7)-197304-Cagome_big_2.gph']",intermetallics_search_197304.cif
6445,197305,197305,"['Pt2Ga-197305-Cagome_big.gph', 'Pt2Ga-197305-Cagome_big_1.gph']",intermetallics_search_197305.cif
6446,197306,197306,['Pt3Tl2-197306-Cagome_big.gph'],intermetallics_search_197306.cif
6447,197309,197309,"['PtBi2-197309-Cagome_big.gph', 'PtBi2-197309-Cagome_big_1.gph', 'PtBi2-197309-Cagome_big_2.gph', 'PtBi2-197309-Cagome_big_3.gph', 'PtBi2-197309-Cagome_big_4.gph', 'PtBi2-197309-Cagome_big_5.gph']",intermetallics_search_197309.cif
6448,197328,197328,"['SmFe1.6Ru0.4-197328-Cagome_big.gph', 'SmFe1.6Ru0.4-197328-Cagome_big_1.gph']",intermetallics_search_197328.cif
6449,197329,197329,"['SmCo1.3Ru0.7-197329-Cagome_big.gph', 'SmCo1.3Ru0.7-197329-Cagome_big_1.gph']",intermetallics_search_197329.cif
6450,197330,197330,"['SmNi0.9Ru1.1-197330-Cagome_big.gph', 'SmNi0.9Ru1.1-197330-Cagome_big_1.gph']",intermetallics_search_197330.cif
6451,197331,197331,"['YMg2-197331-Cagome_big.gph', 'YMg2-197331-Cagome_big_1.gph']",intermetallics_search_197331.cif
6452,197332,197332,"['ScMn2-197332-Cagome_big.gph', 'ScMn2-197332-Cagome_big_1.gph']",intermetallics_search_197332.cif
6453,197333,197333,['ScFe2-197333-Cagome_big.gph'],intermetallics_search_197333.cif
6454,197350,197350,"['La0.98Ni5.04-197350-Cagome_big.gph', 'La0.98Ni5.04-197350-Cagome_big_1.gph', 'La0.98Ni5.04-197350-Cagome_big_2.gph', 'La0.98Ni5.04-197350-Cagome_big_3.gph', 'La0.98Ni5.04-197350-Cagome_big_4.gph']",intermetallics_search_197350.cif
6455,197351,197351,"['La0.96Ni4.58Al0.5-197351-Cagome_big.gph', 'La0.96Ni4.58Al0.5-197351-Cagome_big_1.gph', 'La0.96Ni4.58Al0.5-197351-Cagome_big_2.gph', 'La0.96Ni4.58Al0.5-197351-Cagome_big_3.gph', 'La0.96Ni4.58Al0.5-197351-Cagome_big_4.gph', 'La0.96Ni4.58Al0.5-197351-Cagome_big_5.gph']",intermetallics_search_197351.cif
6456,197352,197352,"['La0.98Ni3.98Al1.06-197352-Cagome_big.gph', 'La0.98Ni3.98Al1.06-197352-Cagome_big_1.gph', 'La0.98Ni3.98Al1.06-197352-Cagome_big_2.gph', 'La0.98Ni3.98Al1.06-197352-Cagome_big_3.gph', 'La0.98Ni3.98Al1.06-197352-Cagome_big_4.gph', 'La0.98Ni3.98Al1.06-197352-Cagome_big_5.gph']",intermetallics_search_197352.cif
6457,197353,197353,"['La0.97Ni4.6Mn0.46-197353-Cagome_big.gph', 'La0.97Ni4.6Mn0.46-197353-Cagome_big_1.gph', 'La0.97Ni4.6Mn0.46-197353-Cagome_big_2.gph', 'La0.97Ni4.6Mn0.46-197353-Cagome_big_3.gph', 'La0.97Ni4.6Mn0.46-197353-Cagome_big_4.gph', 'La0.97Ni4.6Mn0.46-197353-Cagome_big_5.gph']",intermetallics_search_197353.cif
6458,197354,197354,"['La0.98Ni3.14Mn1.9-197354-Cagome_big.gph', 'La0.98Ni3.14Mn1.9-197354-Cagome_big_1.gph', 'La0.98Ni3.14Mn1.9-197354-Cagome_big_2.gph', 'La0.98Ni3.14Mn1.9-197354-Cagome_big_3.gph', 'La0.98Ni3.14Mn1.9-197354-Cagome_big_4.gph', 'La0.98Ni3.14Mn1.9-197354-Cagome_big_5.gph']",intermetallics_search_197354.cif
6459,197355,197355,['SmFe2-197355-Cagome_big.gph'],intermetallics_search_197355.cif
6460,197356,197356,['GdFe2-197356-Cagome_big.gph'],intermetallics_search_197356.cif
6461,197357,197357,['TbFe2-197357-Cagome_big.gph'],intermetallics_search_197357.cif
6462,197358,197358,['HoFe2-197358-Cagome_big.gph'],intermetallics_search_197358.cif
6463,197364,197364,['FeSn-197364-Cagome_big.gph'],intermetallics_search_197364.cif
6464,197367,197367,"['Pd0.9Sn0.1-197367-Cagome_big.gph', 'Pd0.9Sn0.1-197367-Cagome_big_1.gph']",intermetallics_search_197367.cif
